FromY,ToY,MeanY,ClassName,ClassValue,DEL,DES,Ellenallas10,Ellenallas40,Gamma,Laterolog,Magneses,Neutron,Nyiro,Primer,Tavolsag,TermPot
562.97,563.03,-563,agyagkő,6,2.6400001,2.6900001,26.3500004,102.5299988,23.0699997,179.3899994,-2.86901,38.4599991,2561.639893,4591.490234,-563,-427
563.03,563.37,-563.2,agyagkő,6,2.6700101,2.6900001,26.4099998,103.1800003,22.4799995,180.1600037,-2.8592899,38.8400002,2561.639893,4548.370117,-563.2,-428
563.37,563.4,-563.385,agyagkő,6,2.6699901,2.70999,26.7099991,104.5199966,22.4099998,180,-2.8578,36.5800018,2566.570068,4625.549805,-563.4,-429
563.4,563.44,-563.42,agyagkő,6,2.6699901,2.70999,26.7099991,104.5199966,22.4099998,180,-2.8578,36.5800018,2566.570068,4625.549805,-563.4,-429
563.44,563.46,-563.45,agyagkő,6,2.6699901,2.70999,26.7099991,104.5199966,22.4099998,180,-2.8578,36.5800018,2566.570068,4625.549805,-563.4,-429
563.46,563.8,-563.63,agyagkő,6,2.6600001,2.6800001,27.0799999,106.3799973,21.9500008,180.5700073,-2.8564999,34.5200005,2583.979981,4717.350098,-563.6,-433
563.8,564.15,-563.975,agyagkő,6,2.71,2.6600001,27.6399002,108.9599991,22.2299995,181,-2.8607299,37.7700005,2629.850098,4773.700195,-564,-427.0010071
564.15,564.16,-564.155,agyagkő,6,2.68999,2.6500001,27.8099995,109.4899979,19.8400002,181.3800049,-2.8631301,35.3199997,2680.070068,4801.77002,-564.2,-427
564.16,564.21,-564.185,agyagkő,6,2.68999,2.6500001,27.8099995,109.4899979,19.8400002,181.3800049,-2.8631301,35.3199997,2680.070068,4801.77002,-564.2,-427
564.21,564.24,-564.225,agyagkő,6,2.68999,2.6500001,27.8099995,109.4899979,19.8400002,181.3800049,-2.8631301,35.3199997,2680.070068,4801.77002,-564.2,-427
564.24,564.45,-564.345,agyagkő,6,2.71,2.6800001,27.8600006,109.75,20.2399998,182.1600037,-2.86901,33.0400009,2682.76001,4822.350098,-564.3,-426.0010071
564.45,564.8,-564.625,agyagkő,6,2.6500001,2.6500001,27.8899994,109.4199982,22.8600006,182.0299988,-2.8540699,34.5699997,2648.129883,4743.910156,-564.6,-423
564.8,564.83,-564.815,agyagkő,6,2.6900001,2.7,27.7900009,108.5,22.4099998,182.1900024,-2.87042,34.6500015,2640.26001,4703.450195,-564.8,-425.9989929
564.83,565.69,-565.26,agyagkő,6,2.6900001,2.6500001,27.2401009,105.75,19.3899994,181.75,-2.8622301,34.1699982,2653.399902,4679.660156,-565.3,-429.9989929
565.69,565.74,-565.715,agyagkő,6,2.6700101,2.6500201,27.0200005,105.1299973,21.4899998,181.3399963,-2.85864,36.7200012,2591.51001,4553.609863,-565.7,-427
565.74,566.03,-565.885,agyagkő,6,2.6100299,2.7,27.0599995,105.6299973,22.4500008,182.0200043,-2.87602,36.6500015,2616.939941,4676.060059,-565.9,-427
566.03,566.05,-566.04,agyagkő,6,2.6500001,2.6800001,27.0799999,105.7799988,22.2800007,182.1799927,-2.86397,36.9099998,2614.379883,4664.640137,-566,-426.0010071
566.05,566.81,-566.43,agyagkő,6,2.6500101,2.7399499,27.1299992,105.8799973,21.8099995,182.3699951,-2.8798101,39.2399979,2594.030029,4612.100098,-566.4,-423
566.81,566.83,-566.82,agyagkő,6,2.71,2.72,26.9799995,105.1100006,20.5900002,183.9199982,-2.87293,35.0800018,2594.030029,4649.390137,-566.8,-426
566.83,567.09,-566.96,agyagkő,6,2.6700001,2.6600001,26.9099998,104.6399994,22.2099991,184.2299957,-2.8731799,35.9300003,2596.560059,4665.629883,-567,-428.9989929
567.09,567.93,-567.51,agyagkő,6,2.71,2.6800001,26.8899994,104.3499985,21.3799992,181.5899963,-2.8687699,36.7400017,2594.030029,4628.549805,-567.5,-427.0010071
567.93,570.71,-569.32,agyagkő,6,2.71,2.71,29.2598,116.7389984,19.3600006,188.0690002,-2.8512499,31.6100006,2766.25,5124.620117,-569.3,-426.0010071
570.71,570.78,-570.745,breccsa,5,2.6400199,2.66998,29.6499996,117.1699982,21.4300003,193.1199951,-2.86145,32.0900002,2740.659912,4831.689941,-570.7,-431
570.78,570.82,-570.8,agyagkő,6,2.6300001,2.6600001,29.5200996,116.3600006,22.4500008,192.4199982,-2.8556099,31.8600006,2754.820068,4853.209961,-570.8,-431
570.82,571.02,-570.92,agyagkő,6,2.6200099,2.71996,29.3799992,115.5699997,21.2199993,192.5899963,-2.85656,32.3499985,2777.780029,4862.02002,-570.9,-429
571.02,571.06,-571.04,agyagkő,6,2.6500001,2.7,29.2301006,114.8000031,20.0300007,192.4100037,-2.85096,32.1199989,2783.580078,4871.040039,-571,-428.0010071
571.06,571.62,-571.34,agyagkő,6,2.6400001,2.6300001,28.7201004,111.8909988,20.7800007,190.25,-2.8594699,30.9799995,2783.580078,4938.02002,-571.3,-426.0010071
571.62,571.64,-571.63,agyagkő,6,2.6700001,2.6700001,28.0799999,108.5899963,21.9699993,188.5,-2.8610899,30.5699997,2743.479981,4863.040039,-571.6,-423
571.64,571.73,-571.685,agyagkő,6,2.73996,2.6500101,27.8299999,107.6500015,23.3999996,187.1199951,-2.85478,31.0200005,2743.479981,4793.75,-571.7,-424
571.73,571.74,-571.735,agyagkő,6,2.73996,2.6500101,27.8299999,107.6500015,23.3999996,187.1199951,-2.85478,31.0200005,2743.479981,4793.75,-571.7,-424
571.74,571.92,-571.83,agyagkő,6,2.6900001,2.6700001,27.5900993,106.7710037,24.0799999,186.5899963,-2.8500199,33.1399994,2704.530029,4757.060059,-571.8,-425.9989929
571.92,571.93,-571.925,agyagkő,6,2.69999,2.6799901,27.3799992,105.8899994,24.8899994,185.7700043,-2.8483901,34.8199997,2669.340088,4773.649902,-571.9,-427
571.93,572.8,-572.365,agyagkő,6,2.68998,2.71998,26.5300007,101.9100037,22.2800007,180.9499969,-2.84729,34.8499985,2642.879883,4696.810059,-572.4,-431
572.8,572.83,-572.815,aleurolit,7,2.7,2.73,26.0601006,100.3499985,25.1900005,178.6999969,-2.85585,37.4199982,2554.280029,4567.319824,-572.8,-429.0010071
572.83,573.01,-572.92,agyagkő,6,2.70999,2.73999,25.9899998,100.6600037,26.0799999,178.0200043,-2.8557899,36.8100014,2544.530029,4562.290039,-572.9,-428
573.01,573.7,-573.355,agyagkő,6,2.6300001,2.6800101,26.75,104.5100021,24.3500004,178.6000061,-2.8620501,34.8300018,2619.52002,4677.370117,-573.4,-424
573.7,573.88,-573.79,agyagkő,6,2.6900001,2.6400001,27.2199001,107.3399963,25.1700001,177.75,-2.8709099,37.6199989,2594.030029,4647.450195,-573.8,-427.9989929
573.88,573.98,-573.93,aleurolit,7,2.71998,2.6499901,27.3199997,107.75,25.289999,178.0599976,-2.85502,38.1800003,2591.51001,4665.939941,-573.9,-428
573.98,575.95,-574.965,agyagkő,6,2.77,2.71,27.6599007,109.4199982,22.6800003,183.4100037,-2.86536,40.4399986,2561.639893,4620.310059,-575,-425.0010071
575.95,577.05,-576.5,agyagkő,6,2.72,2.5899999,29.1599998,114.4800034,20.7800007,187.6199951,-2.86217,32.5800018,2789.399902,4848.689941,-576.5,-425
577.05,577.83,-577.44,agyagkő,6,2.6800101,2.6400199,27.7399998,107.8199997,23,186.8999939,-2.8534801,37.5400009,2650.76001,4719.399902,-577.4,-426
577.83,578.82,-578.325,agyagkő,6,2.6099999,2.73,27.9526329,110.448822,27,189.3390045,-2.86379,31.9099998,2757.669922,4802.629883,-578.3,-425.500885
578.82,579,-578.91,agyagkő,6,2.6599901,2.6700101,28.1200008,111.3799973,34.2599983,189.2899933,-2.87622,35.3300018,2653.399902,4717.470215,-578.9,-426
579,579.82,-579.41,agyagkő,6,2.6700101,2.6800001,28.2399998,111.6600037,32.2099991,188.6600037,-2.8764901,39.4000015,2601.629883,4688.790039,-579.4,-429
579.82,580.37,-580.095,agyagkő,6,2.71,2.71,28.0499992,109.9800034,28.0499992,185.7200012,-2.8485701,36.7099991,2635.050049,4747.479981,-580.1,-427
580.37,580.5,-580.435,agyagkő,6,2.69999,2.6900101,27.8999996,109.4300003,25.9799995,186.2299957,-2.8304901,37.0099983,2635.050049,4690.339844,-580.4,-424
580.5,581.52,-581.01,agyagkő,6,2.6500001,2.75,28.1198997,110.7799988,23.3299999,187.7799988,-2.85935,33.9399986,2726.649902,4857.350098,-581,-427
581.52,581.93,-581.725,agyagkő,6,2.6900001,2.69999,28.8299999,114.6200027,24.7199993,190.3699951,-2.8577499,33.6500015,2726.649902,4782.910156,-581.7,-426
581.93,582.35,-582.14,agyagkő,6,2.6400001,2.75,29.0699997,116.3399963,23.1499996,192.1199951,-2.85727,33.6199989,2661.340088,4757.25,-582.1,-423
582.35,582.93,-582.64,agyagkő,6,2.71,2.72,29.6299992,118.0500031,22.2199993,194.9389954,-2.8520701,31.9699993,2795.25,4835.52002,-582.6,-425
582.93,583.45,-583.19,agyagkő,6,2.6700101,2.6800101,29.3400002,115.6200027,21.2199993,193.2599945,-2.84532,33.3100014,2812.939941,4801.759766,-583.2,-430
583.45,583.5,-583.475,agyagkő,6,2.6800001,2.6400001,28.8201008,112.5309982,22.5,191.7899933,-2.84729,32.0699997,2845.959961,4864.689941,-583.5,-426
583.5,583.76,-583.63,agyagkő,6,2.6600001,2.6500001,28.6299992,111.5400009,22.3199997,191.3699951,-2.8440499,31.0599995,2845.959961,4884.580078,-583.6,-426
583.76,583.85,-583.805,agyagkő,6,2.74,2.6900001,28.2201004,109.8899994,20.9400005,190.9700012,-2.8447399,30.8600006,2852.050049,4843.799805,-583.8,-424.0010071
583.85,583.93,-583.89,agyagkő,6,2.73001,2.6500201,28.0400009,109.3000031,22.3500004,190.6399994,-2.8531301,30.6800003,2786.48999,4785.399902,-583.9,-422
583.93,584.02,-583.975,agyagkő,6,2.6900001,2.73,27.9001007,109.0199966,22.2399998,190.1799927,-2.8662701,32.0699997,2786.48999,4726.720215,-584,-421.0010071
584.02,584.9,-584.46,agyagkő,6,2.6400001,2.7,27.9699993,109.7200012,23.1100006,187.2599945,-2.8497901,34.7200012,2688.169922,4791.100098,-584.5,-425.9989929
584.9,584.92,-584.91,agyagkő,6,2.6700101,2.6799901,27.7299995,108.2300034,21.8199997,184.1199951,-2.85763,32.9199982,2729.439941,4863.799805,-584.9,-431
584.92,587.19,-586.055,agyagkő,6,2.6500001,2.6500001,25.8600006,99.0800018,23.8099995,176.6600037,-2.8561399,34.5,2690.879883,4770.319824,-586.1,-426
587.19,587.37,-587.28,agyagkő,6,2.6300001,2.72,26.9899006,107.1200027,25.7999992,177.8899994,-2.8526001,38.2999992,2561.639893,4618.560059,-587.3,-426.0010071
587.37,591.25,-589.31,agyagkő,6,2.73,2.6500001,28.9799995,115.0899963,21.7900009,192.5189972,-2.8562,32.5499992,2780.669922,4777.979981,-589.3,-420.0010071
591.25,591.3,-591.275,agyagkő,6,2.7,2.6500001,30.1100998,120.8000031,21.2399998,205.1499939,-2.86169,31.1000004,2852.050049,4898.709961,-591.3,-420.9989929
591.3,591.4,-591.35,agyagkő,6,2.7,2.6500001,30.1100998,120.8000031,21.2399998,205.1499939,-2.86169,31.1000004,2852.050049,4898.709961,-591.3,-420.9989929
591.4,591.95,-591.675,agyagkő,6,2.6700101,2.68998,29.6800003,118.8000031,22.9599991,204.6000061,-2.83867,32.8499985,2746.310059,4768.689941,-591.7,-423
591.95,592.32,-592.135,agyagkő,6,2.71,2.6600001,29.4699993,117.2600021,23.4400005,204.6999969,-2.8357699,31.8299999,2809.979981,4960.709961,-592.1,-427
592.32,592.35,-592.335,agyagkő,6,2.75,2.6900001,29.3299999,116.6900024,23.2199993,203.0299988,-2.8355501,29.4599991,2886,4927.060059,-592.3,-423.0010071
592.35,593.3,-592.825,agyagkő,6,2.6900001,2.6400001,28.8901005,113.8600006,23.7999992,200.0399933,-2.8445101,27.4300003,2943.340088,5121.180176,-592.8,-419.0010071
593.3,593.33,-593.315,agyagkő,6,2.72,2.6400001,28.0000992,109.6610031,22.7800007,194.5410004,-2.8422101,32.6300011,2743.479981,4812.399902,-593.3,-422.9989929
593.33,593.54,-593.435,agyagkő,6,2.72999,2.66998,27.8700008,108.7600021,23.1700001,193.6900024,-2.83442,32.8800011,2723.870117,4877.339844,-593.4,-423
593.54,593.67,-593.605,agyagkő,6,2.6800001,2.6700001,27.5300007,107.0800018,24.5699997,192.2409973,-2.83515,33.6699982,2746.310059,4914.02002,-593.6,-425
593.67,593.7,-593.685,agyagkő,6,2.70998,2.6700001,27.3500004,106.2399979,25.1499996,191.0399933,-2.8364501,33.5800018,2746.310059,4885.290039,-593.7,-428
594.2,594.35,-594.275,agyagkő,6,2.73,2.6500001,26.5900002,103.5,20.7700005,184.7700043,-2.8492701,30.5499992,2749.139893,4890.310059,-594.3,-424.9989929
594.35,594.4,-594.375,agyagkő,6,2.7100101,2.68998,26.5400009,103.3700027,20.8700008,183.5800018,-2.8630099,32.7200012,2749.139893,4866.399902,-594.4,-424
594.35,594.4,-594.375,agyagkő,6,2.7100101,2.68998,26.5400009,103.3700027,20.8700008,183.5800018,-2.8630099,32.7200012,2749.139893,4866.399902,-594.4,-424
594.4,594.71,-594.555,agyagkő,6,2.7,2.6700001,26.4099998,102.9499969,23.2399998,181.9600067,-2.85691,33.5299988,2749.139893,4831.299805,-594.6,-422
594.71,594.86,-594.785,agyagkő,6,2.6600001,2.6099999,26.1900997,101.8899994,23.5900002,180.2109985,-2.85953,34.8800011,2729.439941,4811.509766,-594.8,-422.9989929
594.86,595.7,-595.28,agyagkő,6,2.6300001,2.73,25.6000996,99.5502014,29.6900005,177.6999969,-2.84671,39.3499985,2539.679932,4567.600098,-595.3,-426.9989929
596.07,598.13,-597.1,agyagkő,6,2.6700001,2.6400001,27.2800007,109.4899979,25.4400005,182.2689972,-2.8666401,37.7400017,2609.26001,4702.370117,-597.1,-428
598.13,598.21,-598.17,breccsa,5,2.6400101,2.6400101,28.5200005,115.1999969,23.6700001,196.8500061,-2.83741,33.4099998,2674.689941,4781.720215,-598.2,-421
598.21,598.98,-598.595,agyagkő,6,2.6900001,2.6600001,29.4899998,119.6200027,24.9500008,203.298996,-2.8416901,34.0699997,2757.669922,4929.240234,-598.6,-423
598.98,599.09,-599.035,agyagkő,6,2.6600001,2.75,30.3698997,123.5400009,20.9799995,207.6199951,-2.8288701,27.9899998,2917.580078,5157.759766,-599,-426.9989929
599.8,600.84,-600.32,agyagkő,6,2.74,2.6199999,29.2901993,115.6709976,21.8700008,205.0410004,-2.83127,28.7800007,2923.979981,5182.189941,-600.3,-420.9989929
600.84,601.13,-600.985,agyagkő,6,2.5999999,2.53,27.7401009,110.6699982,21.4300003,200.2400055,-2.8517799,31.8099995,2674.689941,4770.350098,-601,-423.0010071
601.13,601.71,-601.42,agyagkő,6,2.6199901,2.53002,27.5200005,111.2799988,23.6000004,200.2100067,-2.84532,33.7700005,2559.179932,4517.640137,-601.4,-420
602.42,603.23,-602.825,agyagkő,6,2.6700001,2.7,28.6100006,114.6709976,18.6399994,199.4210052,-2.8392899,28.7299995,2940.100098,5093.330078,-602.8,-423.0010071
603.23,603.29,-603.26,agyagkő,6,2.6800001,2.72,27.5300999,108.7109985,21.6100006,196.4810028,-2.8416901,30.3999996,2933.629883,4960.970215,-603.3,-418.0010071
603.29,603.69,-603.49,agyagkő,6,2.73,2.6900001,27.1900997,106.7310028,25.4300003,195.1600037,-2.83724,32.9799995,2886,4868.410156,-603.5,-419.9989929
603.69,603.71,-603.7,agyagkő,6,2.72,2.6599901,26.8600006,105.1299973,27.1800003,193.2400055,-2.84232,33.4500008,2798.179932,4816.430176,-603.7,-421
603.71,603.86,-603.785,agyagkő,6,2.7,2.6800001,26.7101002,104.4000015,24.9300003,192.6300049,-2.84198,32.4199982,2798.179932,4859.689941,-603.8,-421
603.86,603.88,-603.87,agyagkő,6,2.70999,2.7499599,26.5599995,103.7600021,23.5499992,191.1999969,-2.8410599,32.6199989,2795.25,4907.149902,-603.9,-422
603.88,604.01,-603.945,agyagkő,6,2.70999,2.7499599,26.5599995,103.7600021,23.5499992,191.1999969,-2.8410599,32.6199989,2795.25,4907.149902,-603.9,-422
604.01,604.13,-604.07,agyagkő,6,2.6800001,2.74,26.2800007,103.2099991,21.6200008,188.8509979,-2.8301001,32.0900002,2772,4870.029785,-604.1,-426
604.13,604.59,-604.36,agyagkő,6,2.6400001,2.73997,25.9799995,101.9300003,25.6900005,186.1199951,-2.8484499,34.4900017,2746.310059,4844.919922,-604.4,-423
604.59,604.73,-604.66,agyagkő,6,2.69999,2.6799901,25.5,99.3899994,25.7299995,182.7899933,-2.83969,34.9199982,2769.120117,4830.060059,-604.7,-422
604.73,604.92,-604.825,agyagkő,6,2.6800001,2.6700001,25.3001003,98.510498,25.2399998,181.2910004,-2.8340199,34.4799995,2769.120117,4757.189941,-604.8,-421.0010071
604.92,605.32,-605.12,agyagkő,6,2.6600001,2.7,24.6700001,95.5699997,26.3400002,178.0700073,-2.85396,35.9300003,2688.169922,4775.629883,-605.1,-419
605.32,605.4,-605.36,breccsa,5,2.69999,2.69999,24.0900002,92.6800003,26.289999,174.4900055,-2.8579199,36.0499992,2696.330078,4761.479981,-605.4,-423
605.4,605.46,-605.43,agyagkő,6,2.69999,2.69999,24.0900002,92.6800003,26.289999,174.4900055,-2.8579199,36.0499992,2696.330078,4761.479981,-605.4,-423
605.46,605.49,-605.475,agyagkő,6,2.6700001,2.72,23.8901005,91.9205017,26.5599995,172.8999939,-2.8438799,36.1500015,2674.689941,4693.529785,-605.5,-423.9989929
605.49,607.05,-606.27,agyagkő,6,2.7,2.72,23.3600006,90.7297974,24.2399998,168.2200012,-2.8652999,38.1300011,2635.050049,4760.029785,-606.3,-425
607.05,607.46,-607.255,agyagkő,6,2.6800001,2.72,24.0699997,95.0899963,25.75,167.25,-2.84198,39.0900002,2640.26001,4683.040039,-607.3,-425
607.46,607.49,-607.475,agyagkő,6,2.6800001,2.6900001,24.0799999,94.7101974,26.9899998,167.1999969,-2.8448601,37.5499992,2666.669922,4746.009766,-607.5,-427.9989929
607.49,607.53,-607.51,agyagkő,6,2.6800001,2.6900001,24.0799999,94.7101974,26.9899998,167.1999969,-2.8448601,37.5499992,2666.669922,4746.009766,-607.5,-427.9989929
607.53,607.56,-607.545,agyagkő,6,2.6800001,2.6900001,24.0799999,94.7101974,26.9899998,167.1999969,-2.8448601,37.5499992,2666.669922,4746.009766,-607.5,-427.9989929
607.56,607.64,-607.6,agyagkő,6,2.72,2.72,24.0699997,94.3199997,25.7099991,167.4600067,-2.8643999,37.1800003,2707.280029,4782.370117,-607.6,-430
607.64,607.72,-607.68,agyagkő,6,2.6900201,2.72999,24.0200005,93.6399994,25.6100006,166.6900024,-2.85989,36.4199982,2769.120117,4834.120117,-607.7,-430
607.72,610.57,-609.145,agyagkő,6,2.6600001,2.7,23.3700008,91.5899963,25,166.3699951,-2.8365099,34.2999992,2718.310059,4788.850098,-609.1,-424
610.57,610.66,-610.615,agyagkő,6,2.6199999,2.7,23.3400002,91.4100037,23.3899994,165.4400024,-2.8433599,34.0699997,2815.909912,4872.129883,-610.6,-423
610.66,610.83,-610.745,agyagkő,6,2.6499801,2.6900101,23.2700005,90.9100037,22.2800007,165.5500031,-2.85537,33.1199989,2827.850098,4904,-610.7,-424
610.83,610.86,-610.845,agyagkő,6,2.6900001,2.6500001,23.1800995,90.3403015,23.2199993,164.6009979,-2.8577499,33.2999992,2830.860107,4911.220215,-610.8,-424
610.86,611.23,-611.045,agyagkő,6,2.7,2.6300001,22.9001007,89.0503998,24.1299992,164.0599976,-2.8557301,32.7000008,2827.850098,4816.729981,-611,-426.9989929
611.23,611.3,-611.265,agyagkő,6,2.6700001,2.6500001,22.4901009,87.2303009,24.4300003,163.3800049,-2.86007,34.3600006,2807.02002,4784.339844,-611.3,-425.0010071
611.3,611.32,-611.31,agyagkő,6,2.6700001,2.6500001,22.4901009,87.2303009,24.4300003,163.3800049,-2.86007,34.3600006,2807.02002,4784.339844,-611.3,-425.0010071
611.32,611.4,-611.36,agyagkő,6,2.6200299,2.6500001,22.3600006,86.8600006,25.289999,163.5599976,-2.8580401,34.3499985,2798.179932,4774.879883,-611.4,-424
611.4,611.46,-611.43,agyagkő,6,2.6200299,2.6500001,22.3600006,86.8600006,25.289999,163.5599976,-2.8580401,34.3499985,2798.179932,4774.879883,-611.4,-424
611.46,612.35,-611.905,agyagkő,6,2.6699901,2.6300499,22.0100002,85.0999985,21.4899998,160.8200073,-2.8526599,34.2599983,2824.860107,4880.77002,-611.9,-420
612.35,612.6,-612.475,agyagkő,6,2.6300001,2.6500001,21.4200993,82.2404022,23.0900002,157.2100067,-2.8529501,32.5999985,2892.26001,4889.569824,-612.5,-423
612.6,613.08,-612.84,agyagkő,6,2.5799999,2.6199999,21.0100994,80.7802963,26.7800007,154.701004,-2.8559599,33.2700005,2836.879883,4830.100098,-612.8,-427.9989929
613.08,613.23,-613.155,agyagkő,6,2.58005,2.6100099,20.5699997,78.1800003,22.7600002,152.2799988,-2.8519599,34.5999985,2839.899902,4855.120117,-613.2,-424
613.23,613.26,-613.245,agyagkő,6,2.58005,2.6100099,20.5699997,78.1800003,22.7600002,152.2799988,-2.8519599,34.5999985,2839.899902,4855.120117,-613.2,-424
613.26,613.28,-613.27,agyagkő,6,2.5799999,2.6099999,20.4300995,77.7202988,21.6200008,151.1410065,-2.85567,32.9399986,2839.899902,4846.330078,-613.3,-424
613.28,613.32,-613.3,agyagkő,6,2.5799999,2.6099999,20.4300995,77.7202988,21.6200008,151.1410065,-2.85567,32.9399986,2839.899902,4846.330078,-613.3,-424
613.32,614.52,-613.92,agyagkő,6,2.5899999,2.54002,20.0300007,77.6100006,22.2199993,150.5,-2.84653,36,2688.169922,4544.379883,-613.9,-423
614.52,614.54,-614.53,agyagkő,6,2.55,2.6099999,20.6700001,80.4498978,22.0799999,149.8999939,-2.85061,36,2766.25,4865.819824,-614.5,-427.9989929
614.54,615.55,-615.045,agyagkő,6,2.5899999,2.54,20.4901009,79.0203018,23.3299999,148.3699951,-2.85834,36.4199982,2688.169922,4786.379883,-615,-424
615.55,615.59,-615.57,agyagkő,6,2.49,2.5699999,19.7199993,75.8199997,24.9899998,147.0299988,-2.8540699,38.7299995,2517.580078,4574.379883,-615.6,-422
615.59,615.64,-615.615,agyagkő,6,2.49,2.5699999,19.7199993,75.8199997,24.9899998,147.0299988,-2.8540699,38.7299995,2517.580078,4574.379883,-615.6,-422
615.64,615.66,-615.65,agyagkő,6,2.49,2.5699999,19.7199993,75.8199997,24.9899998,147.0299988,-2.8540699,38.7299995,2517.580078,4574.379883,-615.6,-422
615.66,615.77,-615.715,agyagkő,6,2.49,2.5699999,19.6599998,75.4100037,25.1299992,146.7200012,-2.86816,37.3300018,2546.810059,4672.740234,-615.7,-422
615.77,615.83,-615.8,agyagkő,6,2.49,2.5599999,19.5799999,74.9302979,23.5100002,146.8699951,-2.86025,37.6899986,2546.810059,4766.52002,-615.8,-422.9989929
615.83,615.86,-615.845,agyagkő,6,2.49,2.5599999,19.5799999,74.9302979,23.5100002,146.8699951,-2.86025,37.6899986,2546.810059,4766.52002,-615.8,-422.9989929
615.86,615.87,-615.865,agyagkő,6,2.50999,2.55001,19.5699997,74.6100006,22.5900002,146.7700043,-2.8624699,37.0099983,2577.5,4866.959961,-615.9,-424
615.87,616.17,-616.02,agyagkő,6,2.54,2.52,19.4899998,74.4801025,23.3799992,146.1100006,-2.85852,38.2900009,2609.889893,4907.75,-616,-424
616.17,616.23,-616.2,agyagkő,6,2.5799799,2.5599899,19.4500008,74.6200027,24.0799999,145.1499939,-2.8456099,36.6100006,2656.040039,4763.470215,-616.2,-426
616.23,616.27,-616.25,agyagkő,6,2.5799799,2.5599899,19.4500008,74.6200027,24.0799999,145.1499939,-2.8456099,36.6100006,2656.040039,4763.470215,-616.2,-426
616.27,616.31,-616.29,agyagkő,6,2.54,2.5799999,19.4500008,74.6699982,25.9699993,144.9400024,-2.8589399,36.4799995,2664,4660.549805,-616.3,-427.9989929
616.31,616.35,-616.33,agyagkő,6,2.54,2.5799999,19.4500008,74.6699982,25.9699993,144.9400024,-2.8589399,36.4799995,2664,4660.549805,-616.3,-427.9989929
616.35,616.37,-616.36,agyagkő,6,2.5699799,2.5999899,19.4599991,74.6999969,26.7399998,144.4299927,-2.8550799,36.2799988,2664,4614.899902,-616.4,-427
616.37,616.44,-616.405,agyagkő,6,2.5699799,2.5999899,19.4599991,74.6999969,26.7399998,144.4299927,-2.8550799,36.2799988,2664,4614.899902,-616.4,-427
616.44,616.46,-616.45,agyagkő,6,2.5699799,2.5999899,19.4599991,74.6999969,26.7399998,144.4299927,-2.8550799,36.2799988,2664,4614.899902,-616.4,-427
616.46,616.6,-616.53,agyagkő,6,2.55,2.6099999,19.4699993,74.6399994,25.6499996,144.3899994,-2.8622899,37.3300018,2693.600098,4636.660156,-616.5,-425.0010071
616.6,616.66,-616.63,agyagkő,6,2.5599999,2.5599999,19.4599991,74.6600037,26.2099991,144.4100037,-2.8526001,39.0299988,2701.790039,4662.540039,-616.6,-424
616.66,616.76,-616.71,agyagkő,6,2.52002,2.5699899,19.4699993,74.6500015,25.7700005,143.9400024,-2.8566799,38.0999985,2715.550049,4670.919922,-616.7,-423
616.76,616.8,-616.78,agyagkő,6,2.5,2.53,19.4699993,74.7998962,26.9300003,144.1900024,-2.8531301,38.2400017,2704.530029,4649.029785,-616.8,-423
616.8,616.88,-616.84,agyagkő,6,2.5,2.53,19.4699993,74.7998962,26.9300003,144.1900024,-2.8531301,38.2400017,2704.530029,4649.029785,-616.8,-423
616.8,616.88,-616.84,agyagkő,6,2.5,2.53,19.4699993,74.7998962,26.9300003,144.1900024,-2.8531301,38.2400017,2704.530029,4649.029785,-616.8,-423
616.88,617.46,-617.17,agyagkő,6,2.6099899,2.6700001,19.5900002,75.3499985,24.9899998,143.7200012,-2.85443,39.5099983,2642.879883,4623.120117,-617.2,-420
617.46,617.62,-617.54,agyagkő,6,2.5799999,2.5799999,19.8799992,76.139801,20.7600002,144.1199951,-2.8533101,38.4300003,2645.5,4688.259766,-617.5,-423
617.62,618.17,-617.895,agyagkő,6,2.6299801,2.6300199,20.2800007,78.5800018,24.7600002,145.1199951,-2.8536601,38.8499985,2624.669922,4614.459961,-617.9,-426
618.17,618.34,-618.255,agyagkő,6,2.6199999,2.6700001,20.7299004,80.4997025,26.289999,145.7899933,-2.8508999,37.1899986,2640.26001,4684.399902,-618.3,-425.0010071
618.34,618.38,-618.36,agyagkő,6,2.66997,2.6600101,20.8099995,80.7799988,25.2999992,145.5700073,-2.8494999,36.7799988,2658.689941,4713.009766,-618.4,-425
618.38,618.57,-618.475,agyagkő,6,2.6300001,2.5899999,20.8999004,80.919899,22.3400002,146.0500031,-2.8438799,36.5499992,2650.76001,4720.299805,-618.5,-425
618.57,618.6,-618.585,agyagkő,6,2.6300001,2.6300001,20.9599991,80.9400024,23.3400002,146.0500031,-2.8511901,36.9300003,2650.76001,4742.029785,-618.6,-424
618.6,618.74,-618.67,agyagkő,6,2.6200099,2.66998,20.9799995,80.8000031,23.2800007,146.5399933,-2.85656,36.2099991,2707.280029,4779.810059,-618.7,-423
618.74,619.37,-619.055,agyagkő,6,2.5899999,2.5999999,20.75,80.1100006,25.8299999,146.1799927,-2.85549,35.0999985,2664,4686.979981,-619.1,-424
619.37,619.41,-619.39,agyagkő,6,2.6299901,2.5999601,20.6200008,80.5,22.7200012,147.6600037,-2.8550799,37.5,2661.340088,4637,-619.4,-425
