FromY,ToY,MeanY,ClassName,ClassValue,DEL,DES,Ellenallas10,Ellenallas40,Gamma,Laterolog,Magneses,Neutron,Nyiro,Primer,Tavolsag,TermPot
639.93,641.81,-640.87,agyagkő,6,2.5899701,2.5699599,22.9300003,89.4199982,22.8899994,165.1699982,-2.83251,27.6900005,3044.139893,5102.450195,-640.9,-424
641.81,641.89,-641.85,breccsa,5,2.5899999,2.5799999,21.4001007,82.0904999,19.5400009,156.3309937,-2.8275399,30.7299995,2972.870117,4932.569824,-641.8,-424.9989929
641.89,642.19,-642.04,agyagkő,6,2.54,2.5599999,21.0100994,79.0007019,20.6100006,154.4299927,-2.8236699,29.3600006,3016.590088,4975.049805,-642,-426.9989929
642.19,642.6,-642.395,agyagkő,6,2.51001,2.57002,19.9799995,75.0199966,23.5,147.0399933,-2.8381,28.9400005,2979.52002,4948.189941,-642.4,-432
642.6,643.22,-642.91,agyagkő,6,2.53,2.6199801,18.3400002,67.2799988,25.6700001,137.5099945,-2.8482699,32.2299995,2855.100098,4841.290039,-642.9,-429
643.22,643.8,-643.51,agyagkő,6,2.47,2.5599999,16.5102005,60.2405014,25.9099998,127.0500031,-2.8692501,39.9099998,2606.709961,4509.919922,-643.5,-429.9989929
643.8,644.1,-643.95,agyagkő,6,2.45999,2.52999,15.8400002,58.1399994,26.6700001,122.0999985,-2.85131,42.4799995,2564.100098,4515.569824,-643.9,-432
644.1,644.13,-644.115,agyagkő,6,2.4200001,2.5599999,15.6700001,57.2400017,26.25,120.2409973,-2.8613901,41.8199997,2601.629883,4579.560059,-644.1,-436
644.13,644.29,-644.21,agyagkő,6,2.4000101,2.52002,15.5799999,56.9500008,24.8700008,119.3399963,-2.8659699,41.9700012,2622.090088,4617.5,-644.2,-434
644.29,644.51,-644.4,agyagkő,6,2.4500101,2.5599799,15.46,56.5400009,24.8899994,118.3399963,-2.8682201,42.6500015,2542.100098,4513.479981,-644.4,-431
644.51,644.57,-644.54,agyagkő,6,2.4400001,2.48,15.3800001,56.7998009,26.4899998,117.9300003,-2.8555501,42.0600014,2542.100098,4377.040039,-644.5,-431
644.57,644.59,-644.58,agyagkő,6,2.4100001,2.47,15.25,57.1800003,26.4899998,117.7600021,-2.86373,42.5999985,2506.27002,4250.169922,-644.6,-432
644.59,644.74,-644.665,agyagkő,6,2.4000101,2.4100399,15.2300005,57.4300003,25.0900002,117.5100021,-2.85798,40.3600006,2496.879883,4203.540039,-644.7,-431
644.74,644.77,-644.755,agyagkő,6,2.3800001,2.3900001,15.3100004,57.6498985,23.8899994,117.4499969,-2.8520701,40.4099998,2494.540039,4284.189941,-644.8,-429.0010071
644.77,645.42,-645.095,agyagkő,6,2.3699999,2.3599999,15.6899996,59.3699989,25.4300003,118.6299973,-2.8635499,39.1800003,2482.929932,4644.569824,-645.1,-428
645.42,645.49,-645.455,agyagkő,6,2.3900001,2.4100001,16.3398991,62.2795982,28.6299992,120.2600021,-2.86536,41.5400009,2508.620117,4444.819824,-645.5,-429
645.49,645.69,-645.59,agyagkő,6,2.4100001,2.46,16.5200005,63.0699997,28,120.4499969,-2.8608501,39.9000015,2576.48999,4439.970215,-645.6,-430
645.69,645.72,-645.705,agyagkő,6,2.4000101,2.5199599,16.6900005,63.9199982,27.1900005,121.1999969,-2.8652401,39.6300011,2576.48999,4507.660156,-645.7,-432
645.72,646.64,-646.18,agyagkő,6,2.44998,2.4800301,17.6100006,68.1900024,25.6100006,124.8700027,-2.8576901,37.4799995,2746.310059,4577.689941,-646.2,-426
646.64,646.75,-646.695,agyagkő,6,2.4300101,2.49998,18.3600006,71.0500031,26.3999996,128.1600037,-2.8510799,36.2700005,2737.850098,4713.910156,-646.7,-421
646.75,646.79,-646.77,agyagkő,6,2.47,2.51,18.4899006,71.6796036,26.6900005,129.1889954,-2.8424399,37.3800011,2715.550049,4729.950195,-646.8,-421.9989929
646.79,646.8,-646.795,agyagkő,6,2.47,2.51,18.4899006,71.6796036,26.6900005,129.1889954,-2.8424399,37.3800011,2715.550049,4729.950195,-646.8,-421.9989929
646.8,647,-646.9,breccsa,5,2.4600101,2.5399799,18.6100006,72.1999969,28.1299992,130.1399994,-2.84376,36.8100014,2715.550049,4717.02002,-646.9,-423
647,647.1,-647.05,agyagkő,6,2.48,2.54,18.7098999,72.7097015,25.6599998,131.5899963,-2.8403201,36.5299988,2669.340088,4699.509766,-647,-423
647.1,647.18,-647.14,breccsa,5,2.46,2.51,18.7999992,73.2099991,23.5100002,132.2799988,-2.8358901,37.5999985,2710.030029,4657.439941,-647.1,-424
647.18,647.3,-647.24,breccsa,5,2.4500101,2.51,18.8999996,73.7600021,22.6200008,133.2799988,-2.8419199,37.2200012,2757.669922,4640.629883,-647.2,-423
647.3,647.51,-647.405,agyagkő,6,2.45,2.48999,19.1100006,75.1399994,21.8700008,135.5399933,-2.8185401,36.4700012,2766.25,4691.359863,-647.4,-426
647.51,647.73,-647.62,breccsa,5,2.4400001,2.48,19.3299999,76.1600037,22.0599995,138.6690063,-2.8338001,34.9700012,2774.889893,4751.939941,-647.6,-428
647.73,649.75,-648.74,agyagkő,6,2.4500101,2.4999599,21.5100002,85.4899979,22.6700001,151.5500031,-2.79162,28.1200008,2864.300049,4992.720215,-648.7,-423
649.75,650.22,-649.985,agyagkő,6,2.51,2.49,21.9801006,85.0906982,22.7999992,158.0599976,-2.8213201,25.6299992,3082.850098,5179.109863,-650,-422.0010071
650.22,650.28,-650.25,agyagkő,6,2.47,2.53002,21.7399998,83.2699966,22.9799995,158.3099976,-2.8419199,27.1800003,3016.590088,5026.180176,-650.2,-421
650.28,650.3,-650.29,agyagkő,6,2.47,2.46,21.2803001,82.6103973,22.8999996,158.3899994,-2.83656,27.5900002,2959.669922,4893.419922,-650.3,-422.9989929
650.3,650.38,-650.34,agyagkő,6,2.47,2.46,21.2803001,82.6103973,22.8999996,158.3899994,-2.83656,27.5900002,2959.669922,4893.419922,-650.3,-422.9989929
650.38,654.22,-652.3,agyagkő,6,2.29,2.1800001,19.2201004,73.4313965,23.0200005,146.5310059,-2.8482699,35.9099998,2743.479981,4737.069824,-652.3,-429.9989929
654.22,654.95,-654.585,breccsa,5,2.3599999,2.45,15.6700001,58.7200012,28.3999996,123.4199982,-2.8501999,39.8499985,2601.629883,4666.229981,-654.6,-432
654.95,655.54,-655.245,agyagkő,6,2.3900099,2.42998,16.0900002,61.3400002,30.25,121.2600021,-2.8396299,37.7200012,2687.979981,4736.620117,-655.2,-426
655.54,656.02,-655.78,agyagkő,6,2.3699999,2.3399999,16.5300007,63.8100014,23.9899998,121.1800003,-2.8296499,35.9000015,2682.76001,4788.799805,-655.8,-427
656.02,656.5,-656.26,agyagkő,6,2.27,2.24,16.0300999,60.7106018,24.9300003,119.4000015,-2.83741,36.8899994,2647.080078,4595.049805,-656.3,-429.0010071
656.5,656.56,-656.53,agyagkő,6,2.23,2.21,15.7601004,59.0304985,24.6900005,119.6699982,-2.86181,36.170002,2722.76001,4834.959961,-656.5,-427.0010071
656.56,656.64,-656.6,agyagkő,6,2.29,2.27,15.6700001,58.5600014,24.9599991,119.4899979,-2.86025,36.5299988,2723.870117,4765.669922,-656.6,-426
656.64,656.68,-656.66,agyagkő,6,2.27001,2.3299601,15.5699997,57.9599991,25.7999992,119.1699982,-2.8577499,35.9300003,2723.869873,4636.279785,-656.7,-426
656.68,657.37,-657.025,agyagkő,6,2.3299999,2.3599999,15.3999996,56.6901016,28.2600002,118.1500015,-2.8507299,39.25,2496.880127,4398.529785,-657,-423.0010071
657.37,657.41,-657.39,agyagkő,6,2.3899901,2.46995,15.5100002,58.6399994,25.6399994,117.9800034,-2.8442199,41.5,2464.570068,4659.220215,-657.4,-426
657.41,657.55,-657.48,agyagkő,6,2.3900001,2.4300001,15.5999002,59.709301,27.3600006,118.0699997,-2.8534801,42.0900002,2506.27002,4664.830078,-657.5,-426
657.55,657.6,-657.575,agyagkő,6,2.3900001,2.3800001,15.7200003,60.4799995,27.4099998,117.7399979,-2.8651199,39.1399994,2537.27002,4625.910156,-657.6,-427
657.6,659,-658.3,agyagkő,6,2.4400001,2.45,16.3099003,62.8796997,28.9300003,120.3799973,-2.8766201,43.0299988,2413.27002,4495.129883,-658.3,-427.0010071
659,659.04,-659.02,agyagkő,6,2.3800001,2.3699999,17.1198997,66.4994965,28.2800007,126.7300034,-2.8394599,36.0900002,2619.52002,4789.879883,-659,-424.9989929
659.04,660.13,-659.585,agyagkő,6,2.3,2.46,17.8799992,69.0899963,23.3099995,129.5700073,-2.84272,35.5900002,2699.060059,4884.399902,-659.6,-430
660.13,660.53,-660.33,agyagkő,6,2.48,2.4400001,18.7999992,73.6597977,27.8600006,136.2489929,-2.83515,34.3300018,2642.879883,4618.589844,-660.3,-425.0010071
660.53,660.56,-660.545,agyagkő,6,2.49,2.47,18.8799992,74.1199036,27.3999996,136.7599945,-2.82285,35.1100006,2616.370117,4610.609863,-660.5,-423
660.56,660.61,-660.585,breccsa,5,2.48,2.51,18.9099998,74.2699966,25.7700005,136.9700012,-2.82022,35.1599998,2608.52002,4680.410156,-660.6,-423
660.61,662.24,-661.425,agyagkő,6,2.4200101,2.51004,18.9500008,72.2099991,25.3500004,136.3099976,-2.8132401,29.0799999,2780.350098,5089.5,-661.4,-431
662.24,663.2,-662.72,breccsa,5,2.3699601,2.44995,17.9699993,69.0100021,24.6800003,134.1699982,-2.82654,31.6800003,2870.73999,4820.790039,-662.7,-427
663.2,663.27,-663.235,agyagkő,6,2.4100101,2.51,17.8999996,68.7099991,28.4599991,132.4900055,-2.8449099,31.9200001,2895.399902,4963.049805,-663.2,-432
663.27,663.34,-663.305,agyagkő,6,2.3800001,2.49,17.8500004,68.410202,27.75,131.7700043,-2.85745,32.7599983,2914.389893,4920.939941,-663.3,-430.0010071
663.34,665.31,-664.325,agyagkő,6,2.4200001,2.47,17.5000992,65.7505035,24.3999996,128.2310028,-2.8352599,35.8400002,2836.879883,4893.620117,-664.3,-426.9989929
665.31,665.73,-665.52,agyagkő,6,2.29,2.3099999,16.5,63.9397011,26.8700008,125.6399994,-2.8290401,36.9500008,2664,4625.839844,-665.5,-428
665.73,665.78,-665.755,agyagkő,6,2.3299999,2.3499999,16.6898994,64.5,25.6499996,126.25,-2.8310499,34.3300018,2769.120117,4807.629883,-665.8,-424.0010071
665.78,666.03,-665.905,agyagkő,6,2.3200099,2.3300099,16.7800007,64.4599991,24.0599995,126.4000015,-2.82915,32.5299988,2769.120117,4831.850098,-665.9,-425
666.03,666.06,-666.045,agyagkő,6,2.3399999,2.3099999,16.8500004,64.4499969,23.6200008,126.9499969,-2.8500199,31.7299995,2818.889893,4892.229981,-666,-426.9989929
666.06,666.16,-666.11,agyagkő,6,2.3900001,2.3199999,17,64.6800003,23.1599998,126.8799973,-2.8396299,31.4599991,2833.860107,5017.790039,-666.1,-427
666.16,666.27,-666.215,agyagkő,6,2.42998,2.3799601,17.1100006,65.4800034,25.3700008,127.1399994,-2.8388901,31.3500004,2821.869873,5099.569824,-666.2,-427
666.27,666.43,-666.35,agyagkő,6,2.4200001,2.4400001,17.1998997,66.1495972,25.8500004,127.3499985,-2.83986,31.7399998,2774.889893,5038.209961,-666.3,-427
666.43,666.5,-666.465,agyagkő,6,2.4400001,2.52,17.3400002,67.5794983,26.5400009,127.4499969,-2.8474,33.4700012,2699.060059,4725.850098,-666.5,-428.9989929
666.5,668.2,-667.35,agyagkő,6,2.4300001,2.48,17.7999001,69.2300034,28.3400002,131.3200073,-2.8410599,36.7299995,2544.530029,4714.890137,-667.3,-424.0010071
668.2,668.46,-668.33,agyagkő,6,2.3800001,2.4000001,17.6499996,68.4300003,25.8999996,131.8899994,-2.83566,34.0600014,2637.649902,4836.529785,-668.3,-428.9989929
668.46,668.49,-668.475,agyagkő,6,2.3599999,2.4200001,17.6100006,67.9502029,27.7000008,131.5099945,-2.83935,33.6100006,2637.649902,4797.410156,-668.5,-428.0010071
668.49,668.56,-668.525,agyagkő,6,2.3599999,2.4200001,17.6100006,67.9502029,27.7000008,131.5099945,-2.83935,33.6100006,2637.649902,4797.410156,-668.5,-428.0010071
668.56,668.64,-668.6,agyagkő,6,2.3800001,2.4300001,17.5699997,67.4000015,25.25,131.9400024,-2.84238,33.6800003,2627.26001,4798,-668.6,-427
668.64,668.77,-668.705,agyagkő,6,2.3800001,2.4200101,17.4599991,67.1500015,27.0599995,131.5500031,-2.8485701,34.9300003,2616.939941,4809.109863,-668.7,-426
668.77,668.79,-668.78,agyagkő,6,2.3800001,2.4300001,17.4099998,67.1299973,28.3099995,131.6600037,-2.8466499,34.75,2619.52002,4794.77002,-668.8,-426
668.79,668.85,-668.82,agyagkő,6,2.3800001,2.4300001,17.4099998,67.1299973,28.3099995,131.6600037,-2.8466499,34.75,2619.52002,4794.77002,-668.8,-426
668.85,668.99,-668.92,agyagkő,6,2.3899901,2.43999,17.3999996,67.0400009,27.7299995,131.7100067,-2.8416901,34.6899986,2606.709961,4777.720215,-668.9,-426
668.99,669.05,-669.02,agyagkő,6,2.4100001,2.3800001,17.3999996,66.8600998,27.6700001,132.4199982,-2.84711,36.2099991,2606.709961,4714.720215,-669,-424.0010071
669.05,669.07,-669.06,agyagkő,6,2.3399999,2.3599999,17.1599998,66.4700012,27.2099991,131.401001,-2.84688,36.3199997,2556.729981,4609.649902,-669.1,-422
669.07,670.64,-669.855,agyagkő,6,2.3400099,2.4300101,16.7600002,64.1200027,28.4799995,132.3999939,-2.8445699,40.0400009,2527.649902,4617.680176,-669.9,-426
670.64,670.7,-670.67,agyagkő,6,2.4299901,2.45998,18.25,71.6299973,28.1599998,137.6499939,-2.84038,37.5699997,2569.040039,4600.870117,-670.7,-424
670.7,670.71,-670.705,breccsa,5,2.4299901,2.45998,18.25,71.6299973,28.1599998,137.6499939,-2.84038,37.5699997,2569.040039,4600.870117,-670.7,-424
670.71,670.74,-670.725,agyagkő,6,2.4299901,2.45998,18.25,71.6299973,28.1599998,137.6499939,-2.84038,37.5699997,2569.040039,4600.870117,-670.7,-424
670.74,670.77,-670.755,agyagkő,6,2.4400001,2.46,18.5298004,72.6893997,26.3700008,137.4900055,-2.8308799,37.5699997,2569.040039,4684.720215,-670.8,-424
670.77,670.79,-670.78,agyagkő,6,2.4400001,2.46,18.5298004,72.6893997,26.3700008,137.4900055,-2.8308799,37.5699997,2569.040039,4684.720215,-670.8,-424
670.79,670.86,-670.825,agyagkő,6,2.4400001,2.46,18.5298004,72.6893997,26.3700008,137.4900055,-2.8308799,37.5699997,2569.040039,4684.720215,-670.8,-424
670.86,670.9,-670.88,agyagkő,6,2.47998,2.48998,18.7299995,73.9599991,26.1499996,139.3500061,-2.8276501,37.1300011,2606.709961,4737.620117,-670.9,-422
670.9,670.93,-670.915,breccsa,5,2.47998,2.48998,18.7299995,73.9599991,26.1499996,139.3500061,-2.8276501,37.1300011,2606.709961,4737.620117,-670.9,-422
670.93,673.06,-671.995,agyagkő,6,2.45,2.4300001,20.7900009,81.8198013,24.6900005,145.5099945,-2.8301599,34.5200005,2669.340088,4857.600098,-672,-426.0010071
673.06,673.26,-673.16,agyagkő,6,2.43999,2.46999,19.7800007,75.5800018,23.0100002,145.4400024,-2.8387201,33.0099983,2732.98999,4857.370117,-673.2,-425
673.26,673.46,-673.36,agyagkő,6,2.50998,2.48998,19.5900002,74.8700027,24.6399994,144.2899933,-2.8368499,33.4500008,2703.5,4754.870117,-673.4,-429
673.46,676.37,-674.915,agyagkő,6,2.3900199,2.3100901,17.3600006,67.0999985,29.2099991,131.5,-2.8245499,34.4300003,2680.070068,4441.859863,-674.9,-429
676.37,676.4,-676.385,agyagkő,6,2.55002,2.5799899,18.6900005,71.3499985,25.0100002,125.1100006,-2.8267601,30.5499992,2807.02002,4989.439941,-676.4,-431
676.4,676.49,-676.445,agyagkő,6,2.55002,2.5799899,18.6900005,71.3499985,25.0100002,125.1100006,-2.8267601,30.5499992,2807.02002,4989.439941,-676.4,-431
676.49,676.51,-676.5,agyagkő,6,2.53,2.5699999,18.7898998,71.6098022,25.3299999,124.5699997,-2.84659,29.8700008,2789.399902,4968.620117,-676.5,-431
676.51,676.55,-676.53,agyagkő,6,2.53,2.5699999,18.7898998,71.6098022,25.3299999,124.5699997,-2.84659,29.8700008,2789.399902,4968.620117,-676.5,-431
676.55,676.62,-676.585,agyagkő,6,2.55,2.5899999,18.8099995,71.6200027,23.3899994,123.7099991,-2.8247199,29.8700008,2783.580078,4903.990234,-676.6,-431
676.62,676.79,-676.705,agyagkő,6,2.55,2.5700099,18.7600002,71.1299973,23.8999996,122.9000015,-2.79583,30.3700008,2804.070068,4842.830078,-676.7,-432
676.79,676.88,-676.835,agyagkő,6,2.54,2.5899999,18.6700993,70.0407028,23.9400005,121.8010025,-2.8370199,30.6399994,2852.050049,4855.029785,-676.8,-433.9989929
676.88,678.7,-677.79,agyagkő,6,2.46,2.5799999,16.3101006,58.9502983,29.9599991,113.9199982,-2.8365099,37.2900009,2546.959961,4504.52002,-677.8,-431.0010071
678.7,678.74,-678.72,agyagkő,6,2.50001,2.5899799,16.0499992,59.2599983,29.1499996,111.7200012,-2.8663299,39.6100006,2437.540039,4353.830078,-678.7,-438
678.74,679.01,-678.875,agyagkő,6,2.48001,2.4100499,16.1800003,60.3100014,30.0300007,112.0199966,-2.8678501,40.1100006,2471.419922,4268.029785,-678.9,-437
679.01,679.02,-679.015,agyagkő,6,2.5,2.4400001,16.3899002,60.9696007,31.3199997,112.7699966,-2.8613901,40.7900009,2527.649902,4340.229981,-679,-436.0010071
679.02,679.16,-679.09,agyagkő,6,2.49,2.49,16.5400009,61.5999985,30.6599998,113.1399994,-2.8573301,40.6699982,2578.979981,4449.140137,-679.1,-435
679.16,679.23,-679.195,agyagkő,6,2.48001,2.5899401,16.6900005,62,28.0900002,114.4199982,-2.8618701,41.8400002,2622.090088,4580.950195,-679.2,-435
679.23,679.28,-679.255,agyagkő,6,2.47,2.6099999,16.8099003,62.6395988,28.0200005,115.1100006,-2.84851,41.3199997,2614.379883,4635.629883,-679.3,-435
679.28,679.32,-679.3,agyagkő,6,2.47,2.6099999,16.8099003,62.6395988,28.0200005,115.1100006,-2.84851,41.3199997,2614.379883,4635.629883,-679.3,-435
679.32,680.46,-679.89,agyagkő,6,2.5499899,2.6199601,17.6900005,66.5599976,24,116.8899994,-2.8492701,34.7599983,2715.550049,4629.229981,-679.9,-433
680.46,680.48,-680.47,agyagkő,6,2.5999999,2.5699999,17.9400005,67.2500992,23.0100002,118.0800018,-2.8331201,33.9599991,2586.48999,4921.220215,-680.5,-435.9989929
680.48,680.49,-680.485,agyagkő,6,2.5999999,2.5699999,17.9400005,67.2500992,23.0100002,118.0800018,-2.8331201,33.9599991,2586.48999,4921.220215,-680.5,-435.9989929
680.49,680.5,-680.495,agyagkő,6,2.5999999,2.5699999,17.9400005,67.2500992,23.0100002,118.0800018,-2.8331201,33.9599991,2586.48999,4921.220215,-680.5,-435.9989929
680.5,680.53,-680.515,agyagkő,6,2.5999999,2.5699999,17.9400005,67.2500992,23.0100002,118.0800018,-2.8331201,33.9599991,2586.48999,4921.220215,-680.5,-435.9989929
680.53,681.65,-681.09,agyagkő,6,2.51,2.45,17.2999992,65.4499969,24.8400002,120.1500015,-2.8569701,37.2000008,2546.959961,4600.259766,-681.1,-430
681.65,681.85,-681.75,agyagkő,6,2.25999,2.08002,17.9099998,70.0999985,26.9500008,128.4499969,-2.8395801,38.1199989,2213,4248.830078,-681.7,-429
681.85,681.9,-681.875,agyagkő,6,2.2999799,2.19998,18.4500008,71.9499969,26.8099995,130.4499969,-2.8273201,37.7599983,2304.810059,4675.160156,-681.9,-430
681.9,681.94,-681.92,agyagkő,6,2.2999799,2.19998,18.4500008,71.9499969,26.8099995,130.4499969,-2.8273201,37.7599983,2304.810059,4675.160156,-681.9,-430
681.94,686.1,-684.02,agyagkő,6,2.5799999,2.5699999,22.3701,86.1905975,23.6700001,151.2899933,-2.8171301,28.9699993,2994.850098,4964.629883,-684,-431.9989929
686.1,686.38,-686.24,breccsa,5,2.45999,2.50998,18.3600006,67.6800003,23.8500004,131.4900055,-2.8413501,32.4000015,2858.159912,4877.700195,-686.2,-431
686.38,686.48,-686.43,agyagkő,6,2.50999,2.51999,17.9500008,65.7600021,24.6000004,129,-2.85816,34.7799988,2780.669922,4759.979981,-686.4,-430
686.48,686.52,-686.5,agyagkő,6,2.52,2.5,17.7301006,64.8704987,25.1000004,127.4599991,-2.8609099,35.6599998,2712.780029,4652.729981,-686.5,-429.0010071
686.52,686.65,-686.585,agyagkő,6,2.5,2.5599999,17.5300007,64.1600037,26.2600002,126.7099991,-2.8527801,38.5499992,2635.050049,4567.290039,-686.6,-428
686.65,686.68,-686.665,agyagkő,6,2.5,2.54001,17.3099995,63.5999985,26.8199997,125.4100037,-2.86043,39,2635.050049,4525.040039,-686.7,-430
686.68,686.79,-686.735,agyagkő,6,2.5,2.54001,17.3099995,63.5999985,26.8199997,125.4100037,-2.86043,39,2635.050049,4525.040039,-686.7,-430
686.79,687.4,-687.095,agyagkő,6,2.47,2.54,16.7099991,61.0200005,27.6700001,120.9599991,-2.8699901,42.0900002,2556.729981,4493.25,-687.1,-432
687.4,687.43,-687.415,agyagkő,6,2.49999,2.5499899,16.3099995,59.5900002,26.8099995,118.1800003,-2.8608501,40.5800018,2566.570068,4492.279785,-687.4,-437
687.43,688.28,-687.855,agyagkő,6,2.4600201,2.4700401,16.0100002,58.9599991,25.9899998,114.3899994,-2.8598299,40.3800011,2551.830078,4442.319824,-687.9,-433
688.28,688.3,-688.29,agyagkő,6,2.45,2.53,16.0699997,59.3497009,24.0300007,113.9300003,-2.86379,37.8499985,2688.169922,4548.129883,-688.3,-429.0010071
688.3,688.59,-688.445,agyagkő,6,2.45,2.52001,16.1200008,59.7900009,25.3899994,114.0599976,-2.86397,36.9500008,2680.070068,4577.810059,-688.4,-429
688.59,688.72,-688.655,breccsa,5,2.47001,2.54,16.3799992,61.3400002,24.1599998,113.1500015,-2.8654201,36.7700005,2661.340088,4495.180176,-688.7,-431
688.72,688.75,-688.735,breccsa,5,2.47001,2.54,16.3799992,61.3400002,24.1599998,113.1500015,-2.8654201,36.7700005,2661.340088,4495.180176,-688.7,-431
688.75,689.29,-689.02,agyagkő,6,2.5,2.53,16.5400009,61.8899002,26.289999,113.0400009,-2.8628299,37.6100006,2740.659912,4688.990234,-689,-432.9989929
689.29,689.51,-689.4,breccsa,5,2.48,2.51001,16.5100002,61.4700012,24.3099995,110.8499985,-2.8522501,35.6199989,2830.860107,4725.029785,-689.4,-431
689.51,689.6,-689.555,agyagkő,6,2.48,2.4400001,16.2999992,60.0299988,24.4599991,110.0599976,-2.8436999,38.3100014,2812.939941,4700.790039,-689.6,-429
689.6,689.66,-689.63,agyagkő,6,2.48,2.4400001,16.2999992,60.0299988,24.4599991,110.0599976,-2.8436999,38.3100014,2812.939941,4700.790039,-689.6,-429
689.66,689.71,-689.685,agyagkő,6,2.50998,2.45999,16.1399994,59.2599983,25.9799995,109.0100021,-2.8394101,40.0400009,2812.939941,4683.220215,-689.7,-429
689.71,689.76,-689.735,breccsa,5,2.50998,2.45999,16.1399994,59.2599983,25.9799995,109.0100021,-2.8394101,40.0400009,2812.939941,4683.220215,-689.7,-429
689.76,689.78,-689.77,agyagkő,6,2.48,2.3800001,15.9601002,58.4804993,25.5599995,109.4300003,-2.84694,40.4099998,2769.120117,4644.459961,-689.8,-428.0010071
689.78,689.84,-689.81,breccsa,5,2.48,2.3800001,15.9601002,58.4804993,25.5599995,109.4300003,-2.84694,40.4099998,2769.120117,4644.459961,-689.8,-428.0010071
689.84,689.88,-689.86,agyagkő,6,2.4200399,2.3899901,15.8000002,57.8600006,26.9400005,109.1600037,-2.8332901,40.2000008,2707.280029,4572.359863,-689.9,-427
689.88,689.91,-689.895,agyagkő,6,2.4200399,2.3899901,15.8000002,57.8600006,26.9400005,109.1600037,-2.8332901,40.2000008,2707.280029,4572.359863,-689.9,-427
689.91,689.93,-689.92,agyagkő,6,2.4200399,2.3899901,15.8000002,57.8600006,26.9400005,109.1600037,-2.8332901,40.2000008,2707.280029,4572.359863,-689.9,-427
689.93,690.01,-689.97,agyagkő,6,2.4300001,2.3399999,15.6201,57.4103012,25.8099995,108.9800034,-2.84549,39.4599991,2648.129883,4470.5,-690,-426.0010071
690.01,690.62,-690.315,agyagkő,6,2.4400001,2.3699999,15.2600002,56.4001999,35.3899994,109.0800018,-2.8076401,42.0099983,2574,4367,-690.3,-427
690.62,691.17,-690.895,breccsa,5,2.3899901,2.46999,15.8500004,60.4099998,63.6199989,112.8000031,-2.8148,36.7400017,2710.030029,4689.629883,-690.9,-431
691.17,691.4,-691.285,breccsa,5,2.3699999,2.4400001,16.9698009,66.9188004,52.2700005,117.8290024,-2.8117399,35.8699989,2712.780029,4823.240234,-691.3,-426.0010071
691.4,691.44,-691.42,agyagkő,6,2.4099801,2.4400001,17.4099998,68.9100037,57.4000015,118.8300018,-2.80196,36.2900009,2699.060059,4793.600098,-691.4,-425
691.44,691.52,-691.48,breccsa,5,2.46,2.5,17.8197002,71.0086975,62.3800011,120.9100037,-2.7990899,36.8800011,2685.459961,4760.339844,-691.5,-424.0010071
691.52,691.68,-691.6,agyagkő,6,2.46,2.52,18.2000008,72.8000031,66.4300003,121.5100021,-2.78473,38.4000015,2685.459961,4714.830078,-691.6,-422
691.68,691.76,-691.72,breccsa,5,2.4400101,2.5399899,18.5400009,74.6600037,62.7000008,123.4199982,-2.7804301,37.8699989,2669.340088,4649.919922,-691.7,-420
691.76,692.05,-691.905,agyagkő,6,2.4100299,2.49,19.1800003,78.0699997,43.0800018,127.1500015,-2.7535601,39.3800011,2629.850098,4560.299805,-691.9,-421
692.05,692.1,-692.075,agyagkő,6,2.3900001,2.4000001,19.6499996,80.5100021,36.6100006,131.1399994,-2.73861,42.4300003,2640.26001,4485.850098,-692.1,-422
692.1,692.27,-692.185,agyagkő,6,2.33004,2.2500901,19.8500004,81.3099976,38.3600006,132.8800049,-2.7329099,42.4500008,2640.26001,4499.319824,-692.2,-422
692.27,692.68,-692.475,aleurolit,7,2.3399999,2.3099999,20.4999008,82.5397034,41.329998,138.1999969,-2.7363999,36.0200005,2833.860107,4918.580078,-692.5,-423.9989929
692.68,692.77,-692.725,aleurolit,7,2.3599801,2.3499701,20.7900009,82.7200012,41.1399994,141.1900024,-2.75703,32.1899986,2914.389893,5254.129883,-692.7,-424
692.77,693.28,-693.025,agyagkő,6,2.4200001,2.48,21.0200005,82.490097,31.5599995,143.9400024,-2.7946999,29.9799995,2979.52002,5371.609863,-693,-422
693.28,694.46,-693.87,agyagkő,6,2.47999,2.54004,21.2900009,83.8300018,20.7000008,150.5700073,-2.8322799,27.8199997,2923.979981,4953.810059,-693.9,-423
694.46,694.7,-694.58,agyagkő,6,2.45,2.5,20.5100002,78.6399994,22,149.5899963,-2.8243301,29.1299992,2976.189941,4975.930176,-694.6,-424
694.7,694.88,-694.79,breccsa,5,2.46,2.49,20.1501007,76.7806015,23.8299999,146.901001,-2.8396299,30.6200008,2901.699951,4957.879883,-694.8,-423.0010071
694.88,695.3,-695.09,agyagkő,6,2.54,2.46,19.6200008,74.4400024,23.1000004,143.8300018,-2.82197,33.3499985,2852.050049,4959.569824,-695.1,-422
695.3,695.54,-695.42,agyagkő,6,2.48002,2.48001,19.1900005,73.6200027,20,142.6699982,-2.8203299,34.9900017,2783.580078,4763.510254,-695.4,-425
695.54,695.74,-695.64,agyagkő,6,2.45,2.3499999,18.9799995,73,18.6599998,141.0700073,-2.82882,35.1899986,2818.889893,4741.02002,-695.6,-428
